Orden	Palabra	Frec.absoluta	Frec.normalizada
7899	manta	1594	10.44
7902	diosa	1593	10.44
7905	anotó	1592	10.43
7918	tropa	1590	10.42
7927	yendo	1586	10.39
7930	latín	1585	10.38
7942	cruza	1580	10.35
7964	frías	1575	10.32
7984	valía	1569	10.28
7990	libra	1567	10.27
7997	acera	1565	10.25
8003	digan	1564	10.25
8009	tinta	1563	10.24
8010	mares	1562	10.23
8019	celta	1560	10.22
8039	miras	1554	10.18
8044	álbum	1553	10.17
8048	rocío	1553	10.17
8052	tazas	1552	10.17
8074	extra	1548	10.14
8077	opone	1547	10.14
8132	porta	1534	10.05
8146	arcos	1530	10.02
8151	temía	1530	10.02
8157	gozar	1529	10.02
8162	aleja	1527	10.00
8173	fríos	1525	9.99
8193	andan	1518	9.95
8209	ritos	1513	9.91
8217	telón	1511	9.90
8218	toreo	1511	9.90
8228	mapas	1507	9.87
8245	tokio	1504	9.85
8248	bolso	1503	9.85
8266	honda	1501	9.83
8275	llora	1498	9.81
8278	quedo	1498	9.81
8281	verán	1496	9.80
8293	calla	1493	9.78
8307	saltó	1491	9.77
8312	nomás	1490	9.76
8320	tigre	1488	9.75
8322	verte	1488	9.75
8327	ético	1487	9.74
8335	venas	1485	9.73
8342	hilos	1483	9.72
8344	manga	1483	9.72
8364	fabio	1478	9.68
8370	paulo	1477	9.68
8372	yemas	1477	9.68
8381	envía	1474	9.66
8384	llano	1473	9.65
8386	traen	1473	9.65
8394	elías	1471	9.64
8396	pinos	1471	9.64
8400	cortó	1470	9.63
8406	manto	1469	9.62
8407	mutua	1469	9.62
8421	burla	1467	9.61
8424	mixta	1467	9.61
8425	optar	1467	9.61
8427	becas	1466	9.60
8437	sáenz	1465	9.60
8442	salvó	1464	9.59
8445	curar	1463	9.58
8449	fundó	1462	9.58
8466	soria	1458	9.55
8477	tacto	1455	9.53
8490	nacen	1453	9.52
8500	freno	1450	9.50
8523	sigan	1446	9.47
8524	tango	1446	9.47
8528	ratas	1445	9.47
8578	brown	1432	9.38
8596	texas	1429	9.36
8603	molde	1427	9.35
8606	balas	1426	9.34
8658	himno	1416	9.28
8667	sodio	1414	9.26
8676	llenó	1413	9.26
8682	razas	1412	9.25
8686	ligas	1411	9.24
8693	mejía	1410	9.24
8695	soltó	1410	9.24
8721	bodas	1403	9.19
8722	andes	1401	9.18
8772	ricas	1392	9.12
8784	cauce	1389	9.10
8790	gijón	1388	9.09
8794	ayala	1386	9.08
8804	sexos	1385	9.07
8824	turco	1381	9.05
8825	alude	1380	9.04
8839	aulas	1377	9.02
8844	pekín	1377	9.02
8858	faltó	1374	9.00
8870	focos	1371	8.98
8871	puros	1371	8.98
8877	aguja	1369	8.97
8886	dudar	1367	8.96
8887	galán	1367	8.96
8888	guapa	1367	8.96
8905	otero	1364	8.94
8937	brisa	1356	8.88
8970	leves	1351	8.85
8981	senos	1349	8.84
9003	lindo	1345	8.81
9034	finas	1339	8.77
9046	tribu	1338	8.77
9048	vicio	1338	8.77
9058	usaba	1336	8.75
9067	cerco	1334	8.74
9071	suizo	1334	8.74
9084	boxeo	1332	8.73
9085	huele	1332	8.73
9086	renfe	1332	8.73
9096	liaño	1330	8.71
9100	jaula	1329	8.71
9104	louis	1328	8.70
9105	nacho	1328	8.70
9111	celia	1327	8.69
9115	temen	1327	8.69
9116	verbo	1327	8.69
9123	tibia	1326	8.69
9129	bando	1324	8.67
9156	mutuo	1321	8.65
9158	recto	1321	8.65
9166	anexo	1319	8.64
9167	cejas	1319	8.64
9175	rodar	1318	8.63
9182	cabía	1316	8.62
9200	tumor	1314	8.61
9205	flaco	1313	8.60
9208	narra	1313	8.60
9223	curas	1310	8.58
9227	telas	1310	8.58
9229	vocal	1310	8.58
9230	botín	1309	8.58
9239	debut	1307	8.56
9242	temer	1307	8.56
9243	cañón	1306	8.56
9261	durar	1303	8.54
9263	parra	1303	8.54
9270	subía	1301	8.52
9276	ganan	1300	8.52
9285	cocer	1298	8.50
9294	mitin	1297	8.50
9332	funda	1291	8.46
9352	berta	1287	8.43
9366	raras	1285	8.42
9373	trapo	1284	8.41
9376	marea	1283	8.40
9387	sabrá	1281	8.39
9392	guapo	1280	8.39
9396	avila	1279	8.38
9418	helms	1276	8.36
9435	torpe	1274	8.35
9443	resta	1273	8.34
9459	davis	1270	8.32
9486	hablé	1265	8.29
9487	opinó	1265	8.29
9512	vería	1261	8.26
9524	asoma	1257	8.23
9531	podré	1257	8.23
9532	quema	1257	8.23
9551	fugaz	1252	8.20
9552	guías	1252	8.20
9563	senda	1252	8.20
9618	comen	1242	8.14
9621	elige	1242	8.14
9625	vayas	1242	8.14
9628	betis	1241	8.13
9633	robar	1241	8.13
9653	lunar	1238	8.11
9698	xunta	1230	8.06
9702	entré	1229	8.05
9705	peste	1229	8.05
9707	tonta	1229	8.05
9712	llame	1228	8.04
9718	lápiz	1227	8.04
9719	mafia	1227	8.04
9731	seguí	1226	8.03
9749	salva	1223	8.01
9761	situó	1220	7.99
9786	lucio	1216	7.97
9811	batir	1211	7.93
9817	cedió	1210	7.93
9823	beach	1209	7.92
9839	films	1207	7.91
9844	jabón	1205	7.89
9853	ruedo	1203	7.88
9879	tubos	1201	7.87
9908	ruego	1196	7.83
9915	belén	1194	7.82
9939	pasto	1191	7.80
9940	bolas	1190	7.80
9942	grand	1190	7.80
9950	pugna	1189	7.79
9966	roger	1186	7.77
9967	amada	1185	7.76
9976	tomen	1185	7.76
9980	bacon	1184	7.76
9992	sordo	1183	7.75
9993	amaba	1182	7.74
10005	bulto	1180	7.73
10009	pases	1180	7.73
10024	acabe	1176	7.70
10054	monja	1173	7.68
10071	ochoa	1171	7.67
10108	isaac	1167	7.64
10131	elisa	1163	7.62
10133	retos	1163	7.62
10162	tapia	1159	7.59
10163	tenés	1159	7.59
10171	mauro	1158	7.59
10174	ducha	1157	7.58
10184	nazis	1156	7.57
10189	útero	1156	7.57
10196	lobos	1154	7.56
10200	sucre	1154	7.56
10204	soler	1153	7.55
10214	sueco	1151	7.54
10234	boris	1148	7.52
10241	saque	1148	7.52
10252	mixto	1146	7.51
10269	monos	1144	7.49
10272	tirón	1144	7.49
10295	sonda	1139	7.46
10296	fuere	1138	7.45
10307	buses	1136	7.44
10319	hábil	1134	7.43
10323	solís	1134	7.43
10330	ubica	1133	7.42
10333	desee	1132	7.42
10338	suben	1132	7.42
10341	mosca	1131	7.41
10342	secta	1131	7.41
10346	edgar	1130	7.40
10351	rollo	1130	7.40
10353	armar	1129	7.40
10357	pizca	1129	7.40
10389	iñaki	1125	7.37
10390	licor	1125	7.37
10402	caiga	1123	7.36
10422	sacan	1121	7.34
10447	pasen	1117	7.32
10460	pozos	1115	7.30
10474	velar	1113	7.29
10486	moros	1111	7.28
10491	judía	1110	7.27
10502	joder	1108	7.26
10507	colas	1107	7.25
10512	robos	1107	7.25
10533	world	1103	7.23
10542	atrae	1101	7.21
10570	elevó	1098	7.19
10581	adela	1096	7.18
10582	atado	1096	7.18
10583	liceo	1096	7.18
10609	comía	1092	7.15
10619	inter	1091	7.15
10622	ayude	1090	7.14
10625	panel	1090	7.14
10631	pasas	1089	7.13
10644	islam	1087	7.12
10645	manía	1087	7.12
10650	usual	1087	7.12
10688	guste	1081	7.08
10711	caixa	1078	7.06
10715	tensa	1078	7.06
10724	pegar	1077	7.05
10729	larra	1076	7.05
10747	roles	1075	7.04
10751	pinto	1074	7.03
10755	duran	1073	7.03
10757	serna	1073	7.03
10759	tapar	1073	7.03
10760	viola	1073	7.03
10787	pudor	1070	7.01
10793	sueña	1069	7.00
10825	dotar	1064	6.97
10839	marie	1063	6.96
10855	cosme	1061	6.95
10871	muera	1060	6.94
10874	tarda	1060	6.94
10875	tiras	1060	6.94
10900	finos	1056	6.92
10923	matan	1054	6.90
10944	fusil	1051	6.88
10970	siria	1048	6.86
10971	usada	1048	6.86
10984	gozan	1046	6.85
10997	denso	1045	6.84
11008	tocan	1044	6.84
11011	blair	1043	6.83
11034	herri	1041	6.82
11061	rubro	1038	6.80
11074	sanos	1036	6.79
11076	sepan	1036	6.79
11089	sacos	1035	6.78
11092	basan	1034	6.77
11107	rotos	1033	6.77
11129	bajan	1030	6.75
11130	casta	1030	6.75
11146	honra	1028	6.73
11149	óscar	1028	6.73
11156	ataca	1026	6.72
11166	clavo	1025	6.71
11178	praga	1023	6.70
11183	cabal	1022	6.69
11208	tenue	1020	6.68
11210	valer	1020	6.68
11222	araña	1018	6.67
11224	dictó	1018	6.67
11231	pauta	1018	6.67
11242	rigen	1016	6.65
11278	muslo	1011	6.62
11280	algas	1010	6.62
11281	bocas	1010	6.62
11286	clero	1009	6.61
11299	actas	1007	6.60
11315	torna	1006	6.59
11343	byron	1001	6.56
11361	lenin	1000	6.55
11363	puños	1000	6.55
11390	renal	997	6.53
11402	alain	995	6.52
11405	bebés	995	6.52
11406	cairo	995	6.52
11410	porte	995	6.52
11411	super	995	6.52
11412	vegas	995	6.52
11429	llamé	993	6.50
11439	blusa	992	6.50
11454	salgo	991	6.49
11464	mueca	990	6.48
11470	morán	989	6.48
11479	llego	988	6.47
11485	conté	987	6.46
11496	veloz	987	6.46
11497	vives	987	6.46
11506	royal	985	6.45
11509	cabra	984	6.44
11511	ceuta	984	6.44
11519	cafés	983	6.44
11534	dimos	982	6.43
11535	fijas	982	6.43
11571	densa	979	6.41
11572	falló	979	6.41
11575	cobró	978	6.41
11582	amedo	977	6.40
11587	monta	977	6.40
11595	uribe	976	6.39
11604	atroz	974	6.38
11611	rejas	974	6.38
11626	cacao	972	6.37
11628	enano	972	6.37
11632	petra	972	6.37
11633	rayas	972	6.37
11635	burro	971	6.36
11643	logre	971	6.36
11648	taxis	971	6.36
11649	vence	971	6.36
11653	cruda	970	6.35
11661	asado	969	6.35
11678	óxido	968	6.34
11689	putas	967	6.33
11701	vasto	966	6.33
11715	lucro	964	6.31
11718	pisar	964	6.31
11722	echan	963	6.31
11725	hegel	963	6.31
11729	anima	962	6.30
11738	valen	962	6.30
11761	tallo	958	6.27
11794	ojeda	953	6.24
11805	halló	951	6.23
11808	racha	951	6.23
11836	polos	948	6.21
11840	caían	947	6.20
11844	acoge	946	6.20
11854	mango	946	6.20
11857	allen	945	6.19
11894	riñón	942	6.17
11915	nadal	940	6.16
11930	labio	939	6.15
11936	semen	939	6.15
11950	átomo	937	6.14
11951	barca	937	6.14
11959	ozono	937	6.14
11974	gripe	935	6.12
11978	barón	934	6.12
12000	raros	933	6.11
12025	espía	930	6.09
12026	ídolo	930	6.09
12033	chapa	929	6.08
12042	fetal	928	6.08
12047	apaga	927	6.07
12054	fuero	927	6.07
12071	lewis	925	6.06
12072	opuso	925	6.06
12084	tenso	924	6.05
12111	scott	922	6.04
12112	tecla	922	6.04
12118	bebió	921	6.03
12125	hoyos	921	6.03
12132	soles	920	6.03
12158	entes	917	6.01
12165	modas	916	6.00
12179	perdí	915	5.99
12184	abono	914	5.99
12190	latas	914	5.99
12192	rezar	914	5.99
12200	metía	913	5.98
12216	caben	911	5.97
12217	canon	911	5.97
12240	perla	909	5.95
12253	picos	908	5.95
12256	traza	908	5.95
12267	busco	906	5.93
12268	godoy	906	5.93
12269	hayas	906	5.93
12271	mozos	906	5.93
12286	cines	904	5.92
12292	locas	904	5.92
12296	argel	903	5.91
12304	weber	903	5.91
12305	ataúd	902	5.91
12311	young	902	5.91
12342	shock	899	5.89
12353	reses	898	5.88
12364	jaume	897	5.87
12378	coñac	895	5.86
12398	monje	894	5.86
12400	traté	894	5.86
12404	iraní	893	5.85
12405	magna	893	5.85
12409	rocha	893	5.85
12432	perra	891	5.84
12434	sumas	891	5.84
12463	audaz	887	5.81
12470	farsa	887	5.81
12474	white	887	5.81
12484	truco	886	5.80
12504	evitó	884	5.79
12508	jueza	884	5.79
12547	tinto	880	5.76
12553	gales	879	5.76
12565	pilas	878	5.75
12578	maite	876	5.74
12584	vasta	876	5.74
12588	creas	875	5.73
12597	gorra	874	5.72
12608	nadar	873	5.72
12614	alias	872	5.71
12615	andré	872	5.71
12617	cazar	872	5.71
12618	duero	872	5.71
12620	major	872	5.71
12648	élite	869	5.69
12654	tenaz	869	5.69
12656	borja	868	5.68
12669	baila	867	5.68
12671	caros	867	5.68
12679	matiz	867	5.68
12690	mayas	866	5.67
12691	palau	866	5.67
12697	darte	865	5.66
12709	carla	864	5.66
12738	dotes	862	5.65
12740	paolo	862	5.65
12745	tórax	862	5.65
12774	valga	859	5.63
12780	cotas	858	5.62
12784	nuria	858	5.62
12792	checa	857	5.61
12811	serás	856	5.61
12856	mikel	852	5.58
12863	navío	851	5.57
12868	cuida	850	5.57
12892	lluís	848	5.55
12908	viral	847	5.55
12922	ansia	845	5.53
12923	atlas	845	5.53
12940	libia	844	5.53
12941	pinar	844	5.53
12965	puras	842	5.51
12975	mutis	841	5.51
12976	pasea	841	5.51
12989	alejó	839	5.49
13006	sabia	839	5.49
13015	foros	838	5.49
13027	palco	837	5.48
13037	harry	836	5.47
13047	girón	835	5.47
13069	atacó	833	5.46
13075	azaña	832	5.45
13080	apego	831	5.44
13081	cantó	831	5.44
13093	cacho	830	5.44
13152	bruja	826	5.41
13163	ariza	825	5.40
13169	dirán	825	5.40
13173	llosa	825	5.40
13181	animó	824	5.40
13185	brava	824	5.40
13212	jimmy	822	5.38
13214	miren	822	5.38
13241	sabés	820	5.37
13244	casar	819	5.36
13257	foral	818	5.36
13270	montó	817	5.35
13287	secar	815	5.34
13292	moría	814	5.33
13305	setas	813	5.32
13307	adams	812	5.32
13353	willy	809	5.30
13364	brote	807	5.28
13376	arcas	806	5.28
13385	henri	806	5.28
13393	dante	805	5.27
13431	bosch	802	5.25
13436	elite	802	5.25
13445	asomó	801	5.25
13455	oveja	801	5.25
13460	blues	800	5.24
13471	panza	799	5.23
13475	simon	799	5.23
13485	obvia	798	5.23
13506	suero	797	5.22
13559	bebía	791	5.18
13560	bicho	791	5.18
13568	pulpa	791	5.18
13582	lauro	789	5.17
13600	polar	788	5.16
13632	sazón	785	5.14
13653	apolo	783	5.13
13662	matas	783	5.13
13697	suite	780	5.11
13710	reojo	779	5.10
13715	ardor	778	5.09
13726	dañar	777	5.09
13730	evite	777	5.09
13747	dejas	776	5.08
13754	rinde	776	5.08
13768	zorro	775	5.08
13778	mural	774	5.07
13779	nadia	774	5.07
13827	busto	770	5.04
13835	micro	770	5.04
13846	dejes	769	5.04
13868	jugos	767	5.02
13869	magos	767	5.02
13872	moore	767	5.02
13880	besar	766	5.02
13887	tetas	766	5.02
13897	pampa	765	5.01
13912	valió	764	5.00
13915	fiera	763	5.00
13931	gasta	762	4.99
13964	llevé	760	4.98
13970	varas	760	4.98
13979	oasis	759	4.97
14026	ávila	754	4.94
14037	sedes	754	4.94
14045	brujo	753	4.93
14067	plaga	752	4.92
14088	evoca	750	4.91
14094	patty	750	4.91
14121	franz	748	4.90
14136	harta	747	4.89
14141	poste	747	4.89
14181	bufón	744	4.87
14186	fósil	744	4.87
14200	fisco	743	4.87
14218	susan	742	4.86
14233	anton	740	4.85
14253	flash	739	4.84
14254	furor	739	4.84
14261	nudos	739	4.84
14271	codos	738	4.83
14276	roble	738	4.83
14277	romeo	738	4.83
14307	logré	736	4.82
14311	sadam	736	4.82
14318	dimas	735	4.81
14323	giros	735	4.81
14330	pones	735	4.81
14357	hunde	733	4.80
14362	bastó	732	4.79
14458	istmo	726	4.75
14460	mayra	726	4.75
14467	tibio	726	4.75
14475	deban	725	4.75
14482	lerma	725	4.75
14483	pintó	725	4.75
14517	cañas	722	4.73
14521	esquí	722	4.73
14530	cerda	721	4.72
14547	boyer	720	4.71
14552	frito	720	4.71
14556	pague	720	4.71
14576	tarta	719	4.71
14587	hongo	718	4.70
14610	quejó	717	4.69
14618	picar	716	4.69
14634	paris	715	4.68
14657	vagón	714	4.68
14676	lloró	712	4.66
14703	meten	710	4.65
14706	bobby	709	4.64
14712	huido	709	4.64
14719	borda	708	4.64
14731	steve	708	4.64
14758	láser	706	4.62
14770	curro	705	4.62
14780	sergi	705	4.62
14794	santi	704	4.61
14800	chaco	703	4.60
14819	music	702	4.60
14823	vuela	702	4.60
14835	sarah	701	4.59
14879	lance	698	4.57
14891	corro	697	4.56
14895	icono	697	4.56
14901	saura	697	4.56
14903	yerno	697	4.56
14906	ayuno	696	4.56
14932	trazo	695	4.55
14945	valla	694	4.54
14957	soplo	693	4.54
14959	venda	693	4.54
14961	bruce	692	4.53
14972	quite	692	4.53
14973	saudí	692	4.53
14975	colgó	691	4.52
14981	garay	691	4.52
15013	iones	689	4.51
15023	cloro	688	4.50
15026	dolía	688	4.50
15031	grata	688	4.50
15032	lomas	688	4.50
15042	juzga	687	4.50
15046	sueca	687	4.50
15051	astro	686	4.49
15056	judas	686	4.49
15066	delta	685	4.49
15100	malla	683	4.47
15142	greco	680	4.45
15157	rajoy	679	4.45
15159	sport	679	4.45
15163	fijan	678	4.44
15177	saqué	678	4.44
15201	actúe	676	4.43
15203	apagó	676	4.43
15209	coros	676	4.43
15218	túnez	676	4.43
15235	kelly	675	4.42
15252	talón	674	4.41
15254	asuma	673	4.41
15259	dicta	673	4.41
15264	sonia	673	4.41
15311	balde	669	4.38
15360	rabat	667	4.37
15373	delia	666	4.36
15375	guido	666	4.36
15377	irían	666	4.36
15387	carpa	665	4.35
15396	pesan	665	4.35
15437	éxodo	663	4.34
15440	muero	663	4.34
15450	cante	662	4.33
15460	timón	662	4.33
15474	arana	660	4.32
15479	estés	660	4.32
15485	karen	660	4.32
15501	milan	659	4.31
15503	obrar	659	4.31
15516	dorso	658	4.31
15524	olivo	658	4.31
15577	tapas	655	4.29
15594	senté	654	4.28
15614	zaire	653	4.28
15616	clark	652	4.27
15652	alzas	650	4.26
15683	paros	649	4.25
15692	alejo	648	4.24
15774	barda	643	4.21
15785	grato	643	4.21
15799	black	642	4.20
15807	leroy	642	4.20
15808	nixon	642	4.20
15829	nasal	641	4.20
15886	kafka	637	4.17
15898	billy	636	4.16
15899	colon	636	4.16
15911	ramon	636	4.16
15913	riera	636	4.16
15914	rotas	636	4.16
15929	giran	635	4.16
15930	ibiza	635	4.16
15947	lente	634	4.15
15983	torso	633	4.14
16006	apuro	631	4.13
16009	charo	631	4.13
16015	manso	631	4.13
16019	sopas	631	4.13
16038	coser	629	4.12
16046	podio	629	4.12
16063	nieta	628	4.11
16127	botes	624	4.09
16171	culta	622	4.07
16175	green	622	4.07
16213	carlo	620	4.06
16219	hacha	620	4.06
16228	cabos	619	4.05
16257	audio	617	4.04
16270	instó	617	4.04
16276	serpa	617	4.04
16282	chocó	616	4.03
16283	clubs	616	4.03
16298	danés	615	4.03
16300	fluir	615	4.03
16312	baste	614	4.02
16315	cesta	614	4.02
16333	troya	614	4.02
16338	comió	613	4.01
16351	ocupe	613	4.01
16370	ronca	612	4.01
16392	avena	610	3.99
16410	zurdo	610	3.99
16423	meros	609	3.99
16429	agota	608	3.98
16443	peñas	608	3.98
16446	rusas	608	3.98
16452	coito	607	3.97
16488	misas	606	3.97
16493	yogur	606	3.97
16499	probó	605	3.96
16552	ponte	602	3.94
16553	prats	602	3.94
16602	canje	599	3.92
16612	motos	599	3.92
16644	dogma	597	3.91
16647	facto	597	3.91
16679	maica	595	3.90
16681	oímos	595	3.90
16689	atañe	594	3.89
16699	enojo	594	3.89
16714	verja	594	3.89
16716	apodo	593	3.88
16737	turca	593	3.88
16751	larry	592	3.88
16762	menta	591	3.87
16816	beben	588	3.85
16827	malta	588	3.85
16834	robot	588	3.85
16881	torta	586	3.84
16896	polen	585	3.83
16908	mella	584	3.82
16910	prada	584	3.82
16916	anota	583	3.82
16928	niego	583	3.82
16930	porto	583	3.82
16942	avisó	582	3.81
16966	hadas	581	3.80
16969	jarra	581	3.80
16973	poros	581	3.80
16985	heras	580	3.80
16986	hindú	580	3.80
16995	pelar	580	3.80
17004	vitro	580	3.80
17028	carné	578	3.78
17058	freír	577	3.78
17061	guiar	577	3.78
17068	peaje	577	3.78
17074	sorda	577	3.78
17078	vello	577	3.78
17098	baker	575	3.76
17124	chris	574	3.76
17127	denis	574	3.76
17133	house	574	3.76
17143	súper	574	3.76
17149	diván	573	3.75
17157	nancy	573	3.75
17176	matos	572	3.74
17179	rampa	572	3.74
17204	sorbo	571	3.74
17216	morro	570	3.73
17218	panes	570	3.73
17249	choza	568	3.72
17254	gould	568	3.72
17265	edema	567	3.71
17275	ocaso	567	3.71
17276	pemex	567	3.71
17331	march	565	3.70
17343	forme	564	3.69
17395	tedio	562	3.68
17398	acuña	561	3.67
17424	congo	560	3.67
17437	luchó	560	3.67
17471	tinte	559	3.66
17472	trote	559	3.66
17486	miden	558	3.65
17501	decís	557	3.65
17531	gesta	556	3.64
17575	yáñez	555	3.63
17604	ápice	553	3.62
17605	cajal	553	3.62
17612	gorro	553	3.62
17621	mulas	553	3.62
17636	épica	552	3.61
17640	jacob	552	3.61
17642	monde	552	3.61
17655	brian	551	3.61
17683	fosas	550	3.60
17687	mareo	550	3.60
17691	puñal	550	3.60
17695	acotó	549	3.59
17741	tiran	548	3.59
17745	balsa	547	3.58
17783	recio	546	3.57
17802	lunas	545	3.57
17823	lucir	544	3.56
17829	rodeo	544	3.56
17868	pavor	542	3.55
17869	peras	542	3.55
17876	tyson	542	3.55
17880	ardua	541	3.54
17883	entro	541	3.54
17887	habré	541	3.54
17890	jerga	541	3.54
17894	nicho	541	3.54
17919	asomo	539	3.53
17920	bilis	539	3.53
17923	cohen	539	3.53
17941	tejas	539	3.53
17947	bonet	538	3.52
17954	grabó	538	3.52
17959	johan	538	3.52
17960	lotes	538	3.52
17968	alzar	537	3.51
17989	radar	537	3.51
18018	regir	536	3.51
18023	sesgo	536	3.51
18100	yegua	533	3.49
18110	ester	532	3.48
18113	herir	532	3.48
18116	light	532	3.48
18133	helio	531	3.48
18142	sanas	531	3.48
18170	vaina	530	3.47
18181	flote	529	3.46
18188	ollas	529	3.46
18194	reich	529	3.46
18197	verdi	529	3.46
18218	letal	528	3.46
18223	petit	528	3.46
18226	recae	528	3.46
18227	reían	528	3.46
18252	bruta	526	3.44
18270	sepas	526	3.44
18273	anita	525	3.44
18276	clavó	525	3.44
18306	gramo	524	3.43
18320	colar	523	3.42
18329	maura	523	3.42
18331	nelly	523	3.42
18345	cepas	522	3.42
18353	dunas	522	3.42
18364	agita	521	3.41
18375	humos	521	3.41
18381	peres	521	3.41
18391	brota	520	3.40
18415	elija	519	3.40
18420	melón	519	3.40
18421	motín	519	3.40
18422	nidos	519	3.40
18445	heces	518	3.39
18457	alpes	517	3.38
18477	rompa	517	3.38
18482	andén	516	3.38
18492	dirás	516	3.38
18504	yacía	516	3.38
18515	flojo	515	3.37
18541	chivo	514	3.36
18548	fonda	514	3.36
18592	adobe	512	3.35
18594	banal	512	3.35
18595	calló	512	3.35
18599	comas	512	3.35
18610	leona	512	3.35
18614	mueva	512	3.35
18631	lomos	511	3.34
18652	anula	510	3.34
18653	bruma	510	3.34
18660	della	510	3.34
18663	edita	510	3.34
18671	locke	510	3.34
18672	luque	510	3.34
18676	potro	510	3.34
18682	trudi	510	3.34
18694	cuzco	509	3.33
18696	elche	509	3.33
18703	óvulo	509	3.33
18714	vigas	509	3.33
18720	cargó	508	3.32
18726	cubos	508	3.32
18745	telmo	508	3.32
18758	ferro	507	3.32
18760	fluye	507	3.32
18766	menús	507	3.32
18768	papás	507	3.32
18772	zulia	507	3.32
